Mod:Item:MetaData, Localized Name
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Arrow Shaft Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
erebus:umberstone:0, Umberstone
erebus:umberstone:1, Umbercobble
erebus:umberstone:2, Mossy Umbercobble
erebus:umberstone:3, Webbed Umbercobble
erebus:umberstone:4, Umberbricks
erebus:umberstone:5, Smooth Umbertile
erebus:umberstone:6, Small Umbertiles
erebus:planks:0, Baobab Planks
erebus:planks:1, Eucalyptus Planks
erebus:planks:2, Mahogany Planks
erebus:planks:3, Mossbark Planks
erebus:planks:4, Asper Planks
erebus:planks:5, Cypress Planks
erebus:planks:6, Balsam Planks
erebus:planks:7, White Planks
erebus:planks:8, Bamboo Planks
erebus:planks:9, Rotten Planks
erebus:planks:10, Marshwood Planks
erebus:planks:11, Scorched Planks
erebus:planks:12, Varnished Planks
erebus:portal, Erebus Portal Block
erebus:gaean_keystone, Gaean Keystone
erebus:umbergravel, Umberpebbles
erebus:umberpaver:0, Umberpaver
erebus:umberpaver:1, Mossy Umberpaver
erebus:umberpaver:2, Webbed Umberpaver
erebus:umberstone_pillar, Umberpillar
erebus:petrified_wood_rock, Petrified Wood Rock
erebus:petrified_wood_rock_2, Petrified Wood Rock
erebus:petrified_wood_rock_3, Petrified Wood Rock
erebus:petrified_wood_rock_4, Petrified Wood Rock
erebus:petrified_wood_rock_5, Petrified Wood Rock
erebus:petrified_wood_rock_6, Petrified Wood Rock
erebus:petrified_bark_red, Red Petrified Bark 
erebus:petrified_bark_brown, Brown Petrified Bark 
erebus:petrified_log_inner, Petrified Heartwood
erebus:dust_layer, Dust Layer
erebus:dust, Dust
erebus:dung, Dung
erebus:ore_iron, Iron Ore
erebus:ore_gold, Gold Ore
erebus:ore_coal, Coal Ore
erebus:ore_diamond, Diamond Ore
erebus:ore_emerald, Emerald Ore
erebus:ore_lapis, Lapis Lazuli Ore
erebus:ore_quartz, Quartz Ore
erebus:ore_petrified_quartz, Petrified Quartz Ore
erebus:ore_copper, Copper Ore
erebus:ore_silver, Silver Ore
erebus:ore_tin, Tin Ore
erebus:ore_lead, Lead Ore
erebus:ore_aluminium, Aluminum Ore
erebus:ore_jade, Jade Ore
erebus:ore_encrusted_diamond, Volcanic Diamond Ore
erebus:ore_fossil, Fossil Ore
erebus:ore_gneiss, Gneiss Ore
erebus:ore_petrified_wood, Petrified Wood Ore
erebus:ore_temple, Temple Ore
erebus:jade_block, Block of Jade
erebus:amber, Amber
erebus:amber_bricks, Amber Bricks
erebus:amber_glass, Amber Glass
erebus:door_amber, Amber Door
erebus:preserved_block:0, Amber Preservation Block
erebus:mud, Mud
erebus:quick_sand, Quicksand
erebus:red_gem:0, Red Gem
erebus:red_gem:1, Red Gem Lamp
erebus:red_gem:2, Red Gem Lamp
erebus:swamp_vent, Swamp Vent
erebus:ghost_sand, Ghost sand
erebus:crop_turnip, Turnips
erebus:crop_cabbage, Cabbage
erebus:crop_mandrake, Mandrake
erebus:jade_berry_bush, Jadeberry Bush
erebus:heart_berry_bush, Heartberry Bush
erebus:swamp_berry_bush, Swampberry Bush
erebus:dark_fruit_vine, Dark Fruit Vine
erebus:prickly_pear, Prickly Pear Cactus
erebus:giant_flower:0, Black Petal Block
erebus:giant_flower:1, Red Petal Block
erebus:giant_flower:2, Brown Petal Block
erebus:giant_flower:3, Blue Petal Block
erebus:giant_flower:4, Purple Petal Block
erebus:giant_flower:5, Cyan Petal Block
erebus:giant_flower:6, Light Gray Petal Block
erebus:giant_flower:7, Gray Petal Block
erebus:giant_flower:8, Pink Petal Block
erebus:giant_flower:9, Yellow Petal Block
erebus:giant_flower:10, Light Blue Petal Block
erebus:giant_flower:11, Magenta Petal Block
erebus:giant_flower:12, Orange Petal Block
erebus:giant_flower:13, White Petal Block
erebus:giant_flower:14, Exploding Stigma
erebus:giant_flower:15, Stem
erebus:giant_flower_stigma:0, Black Stigma
erebus:giant_flower_stigma:1, Red Stigma
erebus:giant_flower_stigma:2, Brown Stigma
erebus:giant_flower_stigma:3, Blue Stigma
erebus:giant_flower_stigma:4, Purple Stigma
erebus:giant_flower_stigma:5, Cyan Stigma
erebus:giant_flower_stigma:6, Light Gray Stigma
erebus:giant_flower_stigma:7, Gray Stigma
erebus:giant_flower_stigma:8, Pink Stigma
erebus:giant_flower_stigma:9, Yellow Stigma
erebus:giant_flower_stigma:10, Light Blue Stigma
erebus:giant_flower_stigma:11, Magenta Stigma
erebus:giant_flower_stigma:12, Orange Stigma
erebus:giant_flower_stigma:13, White Stigma
erebus:giant_flower_stigma:14, Rainbow Stigma
erebus:planted_flower:0, Black Flower
erebus:planted_flower:1, Red Flower
erebus:planted_flower:2, Brown Flower
erebus:planted_flower:3, Blue Flower
erebus:planted_flower:4, Purple Flower
erebus:planted_flower:5, Cyan Flower
erebus:planted_flower:6, Light Gray Flower
erebus:planted_flower:7, Gray Flower
erebus:planted_flower:8, Pink Flower
erebus:planted_flower:9, Yellow Flower
erebus:planted_flower:10, Light Blue Flower
erebus:planted_flower:11, Magenta Flower
erebus:planted_flower:12, Orange Flower
erebus:planted_flower:13, White Flower
erebus:planted_flower:14, Rainbow Flower
erebus:small_plant:0, Nettle
erebus:small_plant:1, Blooming Nettle
erebus:small_plant:2, Swamp Plant
erebus:small_plant:3, Desert Shrub
erebus:small_plant:4, Firebloom
erebus:small_plant:5, Fiddlehead
erebus:small_plant:6, Fern
erebus:thorns, Thorns
erebus:hanging_web, Hanging Webs
erebus:double_plant:0, Bullrush
erebus:double_plant:1, Weeping Bluebell
erebus:double_plant:2, Sundew
erebus:double_plant:3, Droughted Shrub
erebus:double_plant:4, Tall Bloom
erebus:double_plant:5, Tangled Stalk Mushroom
erebus:double_plant:6, High Capped Mushroom
erebus:double_plant:7, Tall Fern
erebus:wall_plants:1, Moss
erebus:wall_plants:7, Mould
erebus:wall_plants_cultivated:1, Cultivated Moss
erebus:wall_plants_cultivated:7, Cultivated Mould
erebus:algae, Swamp Algae
erebus:honey_treat, Honey Treat
erebus:dark_capped_mushroom, Dark Capped Mushroom
erebus:sarcastic_czech_mushroom, Sarcastic Czech Mushroom
erebus:grandmas_shoes_mushroom, Grandma's Shoes Mushroom
erebus:dutch_cap_mushroom, Dutch Cap Mushroom
erebus:kaizers_fingers_mushroom, Kaizer's Fingers Mushroom
erebus:dark_capped_mushroom_block, Dark Capped Mushroom Block
erebus:sarcastic_czech_mushroom_block, Sarcastic Czech Mushroom Block
erebus:grandmas_shoes_mushroom_block, Grandma's Shoes Mushroom Block
erebus:dutch_cap_mushroom_block, Dutch Cap Mushroom Block
erebus:kaizers_fingers_mushroom_block, Kaizer's Fingers Mushroom Block
erebus:glowshroom, Glowshroom
erebus:glowshroom_stalk_main, Glowshroom Stalk
erebus:wither_web, Wither Web
erebus:silk, Silk
erebus:mir_brick, Mirbrick
erebus:planks_petrified_wood, Petrified Wood Planks
erebus:door_petrified_wood, Petrified Wood Door
erebus:rein_exo, Reinforced Exo Blocks
erebus:mud_brick, Mud Brick
erebus:temple_brick, Temple Brick
erebus:temple_pillar, Temple Pillar
erebus:temple_tile, Temple Tile
erebus:volcanic_rock, Volcanic Rock
erebus:gneiss:0, Gneiss
erebus:gneiss:1, Carved Gneiss
erebus:gneiss:2, Layered Gneiss
erebus:gneiss:3, Gneiss Brick
erebus:gneiss:4, Smooth Gneiss
erebus:gneiss:5, Gneiss Tiles
erebus:gneiss:6, Cracked Gneiss Tiles
erebus:gneiss_vent, Gneiss Vent
erebus:hollow_log, Hollow Acacia Log
erebus:log_balsam_resinless, Balsam Wood Resinless
erebus:umber_furnace, Umber Furnace
erebus:umber_furnace_active, Umber Furnace
erebus:petrified_crafting_table, Petrified Crafting Table
erebus:bamboo_crate, Bamboo Crate
erebus:bamboo_bridge, Bamboo Bridge
erebus:bamboo_ladder, Bamboo Ladder
erebus:bamboo_nerd_pole, Bamboo Nerd Pole
erebus:bamboo_extender, Bamboo Extender
erebus:bamboo_torch, Bamboo Torch
